2013,1,30,98800.0
2013,1,31,99178.0
2013,2,1,99912.0
2013,2,4,99011.0
2013,2,5,99792.0
2013,2,6,99167.0
2013,2,7,97503.0
2013,2,8,98030.0
2013,2,11,97797.0
2013,2,12,97133.0
2013,2,13,97935.0
2013,2,14,96716.0
2013,2,15,96214.0
2013,2,19,97644.0
2013,2,20,96243.0
2013,2,21,95036.0
2013,2,22,97086.0
2013,2,25,95370.0
2013,2,26,96042.0
2013,2,27,98665.0
2013,2,28,99620.0
2013,3,1,101081.0
2013,3,4,101879.0
2013,3,5,102761.0
2013,3,6,103362.0
2013,3,7,103294.0
2013,3,8,103349.0
2013,3,11,102962.0
2013,3,12,102848.0
2013,3,13,102962.0
2013,3,14,103246.0
2013,3,15,102653.0
2013,3,18,101675.0
2013,3,19,102116.0
2013,3,20,103142.0
2013,3,21,101818.0
2013,3,22,102667.0
2013,3,25,101845.0
2013,3,26,101733.0
2013,3,27,103012.0
2013,3,28,103982.0
2013,4,1,103170.0
2013,4,2,103516.0
2013,4,3,100853.0
2013,4,4,101701.0
2013,4,5,101113.0
2013,4,8,101290.0
2013,4,9,101078.0
2013,4,10,103314.0
2013,4,11,104023.0
2013,4,12,103699.0
2013,4,15,100576.0
2013,4,16,101943.0
2013,4,17,101475.0
2013,4,18,100532.0
2013,4,19,105967.0
2013,4,22,106814.0
2013,4,23,108742.0
2013,4,24,107606.0
2013,4,25,109537.0
2013,4,26,110084.0
2013,4,29,110215.0
2013,4,30,109861.0
2013,5,1,107446.0
2013,5,2,109322.0
2013,5,3,110184.0
2013,5,6,109630.0
2013,5,7,108451.0
2013,5,8,109033.0
2013,5,9,109699.0
2013,5,10,113229.0
2013,5,13,116208.0
2013,5,14,118220.0
2013,5,15,117405.0
2013,5,16,115578.0
2013,5,17,116911.0
2013,5,20,115523.0
2013,5,21,116780.0
2013,5,22,115579.0
2013,5,23,116812.0
2013,5,24,116698.0
2013,5,28,118354.0
2013,5,29,117009.0
2013,5,30,119752.0
2013,5,31,116028.0
2013,6,3,117532.0
2013,6,4,115195.0
2013,6,5,110536.0
2013,6,6,116560.0
2013,6,7,120661.0
2013,6,10,119459.0
2013,6,11,118747.0
2013,6,12,113825.0
2013,6,13,116086.0
2013,6,14,114511.0
2013,6,17,112993.0
2013,6,18,116767.0
2013,6,19,113121.0
2013,6,20,107145.0
2013,6,21,108325.0
2013,6,24,107358.0
2013,6,25,107990.0
2013,6,26,114060.0
2013,6,27,116231.0
2013,6,28,115273.0
2013,7,1,119570.0
2013,7,2,119916.0
2013,7,3,120142.0
2013,7,5,123589.0
2013,7,8,122433.0
2013,7,9,123786.0
2013,7,10,125906.0
2013,7,11,129419.0
2013,7,12,131152.0
2013,7,15,131387.0
2013,7,16,130860.0
2013,7,17,131671.0
2013,7,18,131456.0
2013,7,19,132597.0
2013,7,22,132837.0
2013,7,23,131320.0
2013,7,24,131710.0
2013,7,25,132493.0
2013,7,26,132009.0
2013,7,29,130077.0
2013,7,30,131733.0
2013,7,31,132690.0
2013,8,1,133985.0
2013,8,2,134836.0
2013,8,5,135444.0
2013,8,6,132614.0
2013,8,7,131822.0
2013,8,8,130608.0
2013,8,9,129901.0
2013,8,12,128304.0
2013,8,13,129470.0
2013,8,14,129027.0
2013,8,15,124383.0
2013,8,16,123056.0
2013,8,19,122377.0
2013,8,20,125184.0
2013,8,21,126083.0
2013,8,22,129419.0
2013,8,23,129121.0
2013,8,26,133351.0
2013,8,27,126632.0
2013,8,28,128813.0
2013,8,29,132146.0
2013,8,30,129334.0
2013,9,3,134986.0
2013,9,4,139427.0
2013,9,5,139683.0
2013,9,6,139287.0
2013,9,9,141696.0
2013,9,10,143005.0
2013,9,11,143412.0
2013,9,12,143178.0
2013,9,13,143493.0
2013,9,16,143709.0
2013,9,17,144544.0
2013,9,18,144700.0
2013,9,19,144548.0
2013,9,20,145054.0
2013,9,23,143323.0
2013,9,24,143335.0
2013,9,25,142815.0
2013,9,26,144420.0
2013,9,27,144709.0
2013,9,30,143855.0
2013,10,1,147416.0
2013,10,2,148260.0
2013,10,3,147038.0
2013,10,4,149011.0
2013,10,7,145378.0
2013,10,8,136670.0
2013,10,9,129355.0
2013,10,10,139305.0
2013,10,11,137946.0
2013,10,14,139277.0
2013,10,15,136836.0
2013,10,16,145039.0
2013,10,17,148612.0
2013,10,18,144947.0
2013,10,21,140919.0
2013,10,22,146584.0
2013,10,23,148161.0
2013,10,24,152968.0
2013,10,25,153964.0
2013,10,28,153741.0
2013,10,29,154417.0
2013,10,30,146513.0
2013,10,31,144121.0
2013,11,1,144320.0
2013,11,4,144223.0
2013,11,5,147392.0
2013,11,6,140019.0
2013,11,7,134524.0
2013,11,8,142090.0
2013,11,11,144344.0
2013,11,12,143370.0
2013,11,13,146044.0
2013,11,14,147299.0
2013,11,15,149672.0
2013,11,18,145008.0
2013,11,19,145370.0
2013,11,20,147054.0
2013,11,21,151934.0
2013,11,22,159799.0
2013,11,25,160424.0
2013,11,26,161983.0
2013,11,27,162123.0
2013,11,29,163193.0
2013,12,2,163198.0
2013,12,3,160846.0
2013,12,4,161030.0
2013,12,5,159783.0
2013,12,6,161054.0
2013,12,9,159642.0
2013,12,10,158175.0
2013,12,11,152700.0
2013,12,12,154977.0
2013,12,13,155009.0
2013,12,16,156308.0
2013,12,17,153693.0
2013,12,18,160000.0
2013,12,19,158851.0
2013,12,20,164368.0
2013,12,23,169087.0
2013,12,24,168386.0
2013,12,26,169767.0
2013,12,27,168480.0
2013,12,30,169143.0
2013,12,31,169121.0
2014,1,2,168681.0
2014,1,3,168010.0
2014,1,6,165918.0
2014,1,7,169185.0
2014,1,8,173565.0
2014,1,9,175788.0
2014,1,10,178481.0
2014,1,13,179410.0
2014,1,14,185268.0
2014,1,15,185287.0
2014,1,16,186924.0
2014,1,17,187054.0
2014,1,21,187824.0
2014,1,22,187582.0
2014,1,23,187064.0
2014,1,24,185335.0
2014,1,27,181888.0
2014,1,28,185444.0
2014,1,29,184485.0
2014,1,30,190938.0
2014,1,31,188350.0
2014,2,3,182097.0
2014,2,4,183411.0
2014,2,5,180337.0
2014,2,6,180581.0
2014,2,7,197388.0
2014,2,10,203034.0
2014,2,11,209048.0
2014,2,12,211619.0
2014,2,13,215852.0
2014,2,14,214272.0
2014,2,18,220431.0
2014,2,19,218896.0
2014,2,20,222906.0
2014,2,21,225509.0
2014,2,24,227231.0
2014,2,25,228050.0
2014,2,26,227230.0
2014,2,27,227573.0
2014,2,28,223579.0
2014,3,3,223098.0
2014,3,4,227613.0
2014,3,5,226761.0
2014,3,6,220782.0
2014,3,7,220636.0
2014,3,10,221937.0
2014,3,11,219884.0
2014,3,12,223026.0
2014,3,13,215611.0
2014,3,14,215338.0
2014,3,17,218278.0
2014,3,18,229250.0
2014,3,19,226217.0
2014,3,20,221689.0
2014,3,21,204487.0
2014,3,24,191841.0
2014,3,25,189628.0
2014,3,26,181001.0
2014,3,27,183926.0
2014,3,28,171711.0
2014,3,31,183857.0
2014,4,1,190641.0
2014,4,2,188555.0
2014,4,3,177189.0
2014,4,4,159667.0
2014,4,7,161421.0
2014,4,8,161349.0
2014,4,9,177238.0
2014,4,10,154127.0
2014,4,11,143329.0
2014,4,14,140521.0
2014,4,15,141421.0
2014,4,16,149795.0
2014,4,17,149514.0
2014,4,21,158304.0
2014,4,22,173617.0
2014,4,23,166193.0
2014,4,24,164874.0
2014,4,25,153910.0
2014,4,28,151741.0
2014,4,29,160140.0
2014,4,30,159563.0
2014,5,1,163451.0
2014,5,2,157930.0
2014,5,5,162736.0
2014,5,6,156995.0
2014,5,7,153008.0
2014,5,8,144643.0
2014,5,9,148063.0
2014,5,12,158772.0
2014,5,13,157028.0
2014,5,14,158010.0
2014,5,15,157575.0
2014,5,16,157113.0
2014,5,19,159908.0
2014,5,20,150791.0
2014,5,21,151147.0
2014,5,22,158197.0
2014,5,23,159755.0
2014,5,27,168398.0
2014,5,28,166421.0
2014,5,29,168674.0
2014,5,30,167242.0
2014,6,2,166106.0
2014,6,3,165967.0
2014,6,4,169919.0
2014,6,5,172073.0
2014,6,6,174453.0
2014,6,9,177590.0
2014,6,10,178444.0
2014,6,11,177716.0
2014,6,12,176476.0
2014,6,13,175996.0
2014,6,16,178733.0
2014,6,17,178427.0
2014,6,18,181047.0
2014,6,19,178969.0
2014,6,20,180368.0
2014,6,23,178595.0
2014,6,24,179956.0
2014,6,25,178706.0
2014,6,26,177288.0
2014,6,27,177716.0
